epsilon,Non-Private,PrivCom,pi_v,pi_e,PrivDPR
0.5,4039,4039.0,79.8,4085.2,4039.0
0.75,4039,4039.0,79.8,4069.8,4039.0
1.0,4039,4039.0,79.8,4062.2,4039.0
1.5,4039,4039.0,79.8,4054.3,4039.0
2.0,4039,4039.0,79.8,4050.6,4039.0
3.0,4039,4039.0,79.8,4046.7,4039.0
4.5,4039,4039.0,79.8,4044.2,4039.0
6.5,4039,4039.0,79.8,4042.5,4039.0
9.0,4039,4039.0,79.8,4041.6,4039.0
12.0,4039,4039.0,79.8,4041.0,4039.0
16.0,4039,4039.0,79.8,4040.3,4039.0
20.0,4039,4039.0,79.8,4040.0,4039.0
