epsilon,Non-Private
0.5,0.6551724137931034
0.75,0.6551724137931034
1.0,0.6551724137931034
1.5,0.6551724137931034
2.0,0.6551724137931034
3.0,0.6551724137931034
4.5,0.6551724137931034
6.5,0.6551724137931034
9.0,0.6551724137931034
12.0,0.6551724137931034
16.0,0.6551724137931034
20.0,0.6551724137931034
