epsilon,Non-Private,pi_v,pi_e,PrivDPR
0.5,58228,42.5,58275.1,58228.0
0.75,58228,42.5,58259.2,58228.0
1.0,58228,42.5,58251.4,58228.0
1.5,58228,42.5,58243.6,58228.0
2.0,58228,42.5,58239.9,58228.0
3.0,58228,42.5,58235.9,58228.0
4.5,58228,42.5,58233.1,58228.0
6.5,58228,42.5,58231.8,58228.0
9.0,58228,42.5,58230.8,58228.0
12.0,58228,42.5,58230.0,58228.0
16.0,58228,42.5,58229.4,58228.0
20.0,58228,42.5,58229.0,58228.0
