epsilon,Non-Private
0.5,0.6207362035732671
0.75,0.6207362035732671
1.0,0.6207362035732671
1.5,0.6207362035732671
2.0,0.6207362035732671
3.0,0.6207362035732671
4.5,0.6207362035732671
6.5,0.6207362035732671
9.0,0.6207362035732671
12.0,0.6207362035732671
16.0,0.6207362035732671
20.0,0.6207362035732671
