epsilon,Non-Private,PrivCom,pi_v,pi_e,PrivDPR
0.5,7624,7624.0,98.2,7668.5,7624.0
0.75,7624,7624.0,98.2,7653.7,7624.0
1.0,7624,7624.0,98.2,7646.3,7624.0
1.5,7624,7624.0,98.2,7638.7,7624.0
2.0,7624,7624.0,98.2,7635.2,7624.0
3.0,7624,7624.0,98.2,7631.6,7624.0
4.5,7624,7624.0,98.2,7628.8,7624.0
6.5,7624,7624.0,98.2,7627.6,7624.0
9.0,7624,7624.0,98.2,7626.7,7624.0
12.0,7624,7624.0,98.2,7625.9,7624.0
16.0,7624,7624.0,98.2,7625.3,7624.0
20.0,7624,7624.0,98.2,7625.0,7624.0
