epsilon,Non-Private,pi_v,pi_e,PrivDPR
0.5,214078,737.6,9.2,3151187.4
0.75,214078,737.6,9.6,3151193.8
1.0,214078,737.6,8.7,3151217.7
1.5,214078,737.6,11.5,3151211.2
2.0,214078,737.6,10.6,3151215.0
3.0,214078,737.6,13.2,3151184.4
4.5,214078,737.6,14.5,3151183.7
6.5,214078,737.6,17.6,3151224.3
9.0,214078,737.6,22.0,3151208.3
12.0,214078,737.6,25.0,3151187.8
16.0,214078,737.6,29.6,3151207.8
20.0,214078,737.6,34.1,3151210.7
