epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,0.016418540153134674,-0.00011668320501338148,-7.03942136983897e-05,0.00019701102617707676,0.00013407798152201923,0.0002286916971174054,0.000365976905650703,-0.00010119251866801552,6.608835101928616e-05,-3.213466740269456e-05
0.75,0.0165278225713311,7.421846930952383e-05,-0.00012825877598080925,0.0004373250584760397,0.00044213365517233125,1.4404949476397265e-05,0.00036597690565070293,-0.00010119251866801563,-0.00010116903556411205,-8.010048570364834e-05
1.0,0.017252181421969316,3.172178273305386e-05,1.7778150631916305e-05,0.0004601142216605426,-3.9152220157063756e-05,4.3044181505864866e-05,0.00012178206019119612,0.00056959465235332,-7.6699501989265e-05,1.3056132368405623e-05
1.5,0.014848131318796184,8.410557625198158e-05,-1.6557250022303656e-05,0.0008133754156681348,0.0027148883449658852,-0.00011378633978278314,-2.4231556061633858e-05,0.000490942750719635,-2.4561366257707323e-05,-7.58782185233459e-05
2.0,0.015592017759870482,-4.932004337593686e-05,1.114629851623945e-05,0.0009025563514210543,0.004458826329101067,0.00015015803004435726,0.00015090576947976268,0.000240887298900055,-1.7472795967629757e-05,-6.871945546036607e-05
3.0,0.01635683386064372,5.296157780188864e-05,-6.507886220247798e-06,0.0007193877730383474,0.004080638230997661,0.001187045390441824,0.0007063570266280833,0.00028214691574760155,0.0009315189872422938,-8.949574976599076e-05
4.5,0.017230813509727536,-1.3405458296719623e-05,-1.7785557069531258e-05,0.0003567517560490009,0.003032806933395954,0.0013622804356236671,0.00111135932997997,0.0012197984094877681,0.0034056799604794824,-0.0001447544602160249
6.5,0.017029862234151677,0.0013555405351797763,-6.64392051217782e-06,0.000396250832729249,0.0031892913571270505,0.0020978781987678304,0.0011443027844914378,0.002041491284204439,0.004408580530674762,-4.713629384588317e-07
9.0,0.01800134960294092,0.08333414529254504,-7.22989522230627e-06,0.00040418969448446365,0.0027064620905637767,0.0014875409055914043,0.00235922110638297,0.001831405388120912,0.007417367916892069,1.0566296065536494e-05
12.0,0.0172376569654522,0.30798237177818233,-1.4023346987169416e-05,0.00033838439741619344,0.0028519602357622454,0.0008162278679710947,0.0018540479362214918,0.002449314741934329,0.03330761909100141,-4.901802533610513e-05
16.0,0.01943492915845653,0.4744602966230087,4.497084098011879e-05,0.00030742874908505267,0.003002838278712749,0.0004232014767629013,0.0018540479362214918,0.002449314741934329,0.03721103751996474,-2.3978566688583977e-05
20.0,0.019428483881444424,0.14996602470364517,-7.754056965246563e-05,0.0003516450231017399,0.002675846922757944,0.00036035156807105164,0.001854047936221492,0.0024493147419343284,0.0400206340050803,-2.4709985316502878e-05
