epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,0.40671650663129977,0.2331635172413793,0.24728663925729447,0.3432799602122016,,0.5071266657824933,0.1030551618037135,0.09884852785145887,0.03637092307692309,
0.75,0.3159121379310345,0.23291245623342177,0.2473618620689655,0.23142967904509285,,0.37066499734748015,0.10316155172413792,0.09886094164456231,0.030055350132626002,
1.0,0.2871811379310345,0.2321583819628647,0.24735967374005302,0.16656727055702916,0.6973239946949602,0.2861256816976127,0.10507848806366048,0.09714475331564988,0.029337342175066318,
1.5,0.2715742307692308,0.2309585384615385,0.24717342705570292,0.09825870557029177,0.580592350132626,0.20047803183023874,0.10566190450928381,0.09508541379310342,0.015303222811671088,
2.0,0.2671814854111406,0.22904088859416444,0.24749006896551723,0.06607748541114059,0.3892400212201591,0.12614229177718833,0.10857926790450927,0.09731999204244032,0.0322547400530504,
3.0,0.2631658700265252,0.2224467400530504,0.2474267347480106,0.033757689655172424,0.22474628381962866,0.0677612175066313,0.11047692042440317,0.10026566578249337,0.04251890981432361,
4.5,0.2590694456233422,0.19961180106100795,0.24739849867374006,0.01694145358090186,0.17045840318302385,0.03375736604774537,0.1212574350132626,0.1213013846153846,0.03221688859416446,
6.5,0.2550012679045093,0.11213690450928385,0.24743177984084883,0.0039985145888594194,0.15339402917771883,0.010082562334217521,0.15191975066312996,0.14843182758620688,0.0651850795755968,
9.0,0.2510497374005305,0.01536907161803714,0.24710457824933688,0.002472249336870019,0.1418640450928382,0.004477907161803701,0.15861425198938991,0.15609387267904512,0.05880073209549071,
12.0,0.2481987029177719,0.0019363713527851378,0.24735443766578252,0.006738633952254641,0.13167995490716183,0.010297822281167091,0.1609552546419098,0.16217567374005304,0.04987039787798409,
16.0,0.24631805835543766,0.03655781432360743,0.24696503978779838,0.00864719893899204,0.11720825729442971,0.014758944297082232,0.16095895755968168,0.16216083554376656,0.06033045358090186,
20.0,0.24567267639257298,0.015600517241379314,0.24731078779840848,0.010716777188328907,0.11442631034482759,0.02035251193633952,0.16092788594164453,0.16215227055702916,0.044325527851458886,
