epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,3.4557939497717176,30.652236006548264,53.155571299737744,1.9719675169331667,2.59312179736351,1.3511972887620933,2.0363664727481594,1.9670401486851257,14.471619255600872,201.56718792026126
0.75,3.2801253828196817,28.549686530159153,53.48431202524993,2.158566544991019,2.4020616925166274,1.5135547140923133,2.0363664727481594,1.9670401486851257,11.58802298136756,200.63619642637502
1.0,3.0909912359146436,26.121447632080883,53.48431202524992,2.1697077301283807,2.2396749580633126,1.7750521761645601,2.040972638145381,1.8811055326013533,7.382238698354549,204.03040429453029
1.5,2.8726600996813323,22.138011529449994,53.330533248885295,2.463028063346166,2.08996749228625,1.9182245416433026,1.9512955211556646,1.8952896643709722,5.692934761232597,206.05496569803907
2.0,2.872278867885938,17.43704546303296,53.165642454845695,2.544505207985139,1.9985144394727234,2.2810389322793476,1.9657824846129863,1.823811553971004,4.695682215691376,205.2420736193575
3.0,2.8576441788010394,10.907475153145821,53.220304756927106,2.639916769767177,1.834627140857168,2.554710596637239,1.8824490735246535,1.8708513007459424,3.5463410850086876,191.82168552791677
4.5,3.0078492216353694,3.6951100191583115,53.17262387149109,2.6953665167334946,1.6907777793241756,2.366408417819893,2.0978415034762343,1.7691124654547477,3.1640531873164406,203.72365256672592
6.5,3.237884046756054,0.8390378664636823,52.634660370659475,2.7175102003017835,1.5470659908743873,2.150973339984855,1.9496184373386392,1.8702710717091202,3.6221515017666963,197.82481684104812
9.0,3.353472372184098,0.23777944946889554,52.376022291556076,2.7134214206215574,1.446026284740536,2.0109764119666256,1.9379519070321365,1.8587313000379644,3.9298737349358754,199.9506063147323
12.0,3.430701420718521,1.670536255594197,51.503280313168304,2.802791505547779,1.3526080227842197,1.7645879018274702,1.9540793446119988,1.9278805662957565,2.865230830401412,205.11017037640164
16.0,3.517773193080025,1.3030810307079914,50.70819814402991,2.702124163479924,1.2914720999555214,1.8404406776150368,1.9540793446119988,1.9278805662957565,2.5971781306249406,200.3333791229056
20.0,3.5277279148768517,1.2552639134245582,48.51811795385352,2.784919784952749,1.260556195115191,2.4999287294479315,1.9540793446119986,1.9278805662957565,2.5260325337021214,207.3371879202613
