epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,0.22596774791972749,0.14533133710600682,0.23238497529346575,0.3201071121912935,0.5959304201929982,0.3787138017630713,5.577127770629866,5.473160134937962,0.1526786216121011,0.44050086664492494
0.75,0.17849170033800993,0.14528681371066804,0.232309098998172,0.2751683725387134,0.4610977359139846,0.33991453157387014,5.577127770630483,5.473160134937936,0.1409885824919333,0.4405002665499229
1.0,0.1600404264386214,0.14525018149502028,0.23230845381684712,0.2479023627769229,0.36894466698487144,0.32533173124418047,5.802250470046128,5.737074729942945,0.12854771233897228,0.4405027017186945
1.5,0.14472057076649014,0.1451310135282859,0.23229354921189463,0.21472357102065173,0.21906742321605732,0.26826354274747544,5.39768058077265,5.766300120721294,0.10949077960231077,0.44050052212518975
2.0,0.13798678616431473,0.14490356208848112,0.23227325139530028,0.1947122580635359,0.14396851208006906,0.23430929211349238,5.482985327048906,6.19441287640813,0.09519899828761,0.4405020554999259
3.0,0.13032835183532598,0.14395740378192132,0.23220402925849964,0.1780066385838914,0.055967752560498636,0.1943447851585928,7.117000854307184,8.517773898235863,0.08381651975095,0.44050214772829827
4.5,0.12184442832958131,0.1385922557013907,0.23231708861579042,0.16676079265869653,0.03955594896532601,0.16634536749110387,10.61633814174315,11.017344671553744,0.059411489489608615,0.44050104994495665
6.5,0.1130430912529991,0.10566566537832094,0.23232615546778593,0.150162409814105,0.025670552711241666,0.13480364449393495,13.349539886208214,12.723709670256477,0.13036396627300512,0.4405016035260256
9.0,0.10437722129318007,0.009541189670490462,0.23228458730455032,0.14791489414946402,0.040885324315706795,0.11372116618665598,12.095679004153396,14.307790710464936,0.06666974689034075,0.4405015546452036
12.0,0.09842935186504283,0.0017694786723674012,0.2321454791203021,0.1453817175547646,0.03912656116626452,0.1286383553710602,14.745140710302,14.966037450198236,0.18519269346599265,0.4405005326951469
16.0,0.09556807952550031,0.0030399204753627277,0.23216171506805425,0.14386656434859552,0.037555821521706216,0.1316968038835304,14.74514071030164,14.966037450198304,0.0891099823204067,0.4405020626438021
20.0,0.09426036653064535,0.0026106249147616477,0.23225223731953307,0.14409682981758512,0.03668113002661536,0.13916020902450782,14.745140710301579,14.966037450198229,0.1600094908739143,0.44050139584292936
