epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,0.25593580817741013,0.23873616954087362,0.22811428155466182,0.2538151541033836,0.5422162731871468,0.3024169590927627,0.04600959074997451,0.06456976464266309,0.1550073012143527,0.2854359157083822
0.75,0.22947370491211216,0.23874422808846238,0.22802081930199536,0.23188299707118387,0.46516751211107443,0.24908895602804837,0.04600959074994895,0.0645697646426925,0.12079681140127484,0.28558720894921596
1.0,0.21440636407665384,0.23874713734965183,0.22796729773417476,0.21869380514248138,0.43299420236330666,0.22327303041703392,0.07255934405002816,0.09717746719819131,0.13620697839052773,0.28519818525999907
1.5,0.20171746640958485,0.23865731315657449,0.2279261355656698,0.20395271020094674,0.41032999373646106,0.20345155912141843,0.06130984456258837,0.0721717166231245,0.22794332897584946,0.28553014543897615
2.0,0.1936043431860066,0.23836461877467632,0.22787712164539847,0.20226356789171684,0.3949480328880927,0.18461130016951038,0.0673162495880668,0.07404120958161559,0.27329139428446203,0.2854943702233271
3.0,0.18694588152606176,0.2364218468847202,0.2278761751934081,0.19413486655710044,0.36821801519690306,0.1742587645085777,0.08470663487568664,0.0720711632511731,0.23347165440103348,0.28533967799782833
4.5,0.18028125354026575,0.2243151490381557,0.22788364225955537,0.18856185492620167,0.3443428962247573,0.17770143230404267,0.08619043154275027,0.07623662492544529,0.20554435083564265,0.2853062579052354
6.5,0.17452558895819276,0.1913649524375962,0.22786663765810822,0.18416069512950226,0.327868888974957,0.16760446570931883,0.07551754781204008,0.07751485384760605,0.2903865078758431,0.28555533235362013
9.0,0.1706207629717583,0.13918377687402322,0.22785353991655827,0.18564533489350743,0.31775677816808406,0.1587108708007816,0.07698066211355635,0.07199587286470234,0.32762105768220806,0.2851713945498412
12.0,0.1688963306550601,0.20810982978721818,0.22787379121195322,0.18251497340880338,0.3135312496490273,0.14814577782939642,0.07368085117493449,0.07808778709404293,0.2886141601665668,0.2855741406882273
16.0,0.16683998912993084,0.20245772634158576,0.22787546757371,0.18262401251122504,0.3108188649052712,0.12496655560827209,0.07368085117495751,0.07808778709403465,0.16515077866927516,0.28521509549523255
20.0,0.1668313901596304,0.20156958603651462,0.22786484178141664,0.18213561889360708,0.30939107017857126,0.11284600783405031,0.07368085117497682,0.07808778709403104,0.26297121297253756,0.28527163715785253
