epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,0.10726281357720928,0.10783287591405272,0.10302490838105795,0.11680448547146201,0.32665943800007285,0.14469038702096645,0.07894970802153665,0.07811216938392754,0.0847860626426182,0.04904088318288747
0.75,0.0934016076592739,0.10784339625499689,0.10298406144889999,0.10539245753140108,0.2636897719820615,0.11359125459417647,0.07894970802153667,0.07811216938392755,0.07339022942183263,0.04906251180918829
1.0,0.08583186714820898,0.10785371626203027,0.10296097385443112,0.09915726223273037,0.2452479312518313,0.10007285239838301,0.08159610516410132,0.07916001717454721,0.04632531286667012,0.049020938747244835
1.5,0.08030059630997836,0.10783965621942523,0.1029430910405119,0.09205383088505285,0.233146226296703,0.09056169243252274,0.0822628119986389,0.07677632412274757,0.042948275891838916,0.04907272212894055
2.0,0.07664201616827503,0.10774609446947625,0.10292215615628478,0.09136537472024905,0.21952686367910912,0.08242287883764114,0.08060288181150357,0.07834957206802741,0.05353029711966108,0.04904650696071436
3.0,0.0740346326115219,0.10697584513243213,0.10292217963314992,0.08760880259313901,0.1946238778493095,0.0764749951889109,0.083154931841809,0.0781408135631783,0.05199519389178262,0.049036832473025135
4.5,0.07115191607540725,0.10181270804137746,0.10292630455748208,0.08513959344203409,0.17454020533463763,0.07950747310644402,0.07986585910769524,0.08249752336921456,0.04365108189783445,0.04901156797530821
6.5,0.06865763713070144,0.08690439310183504,0.10291979401425123,0.08284337208070008,0.16193438490396905,0.07494940254199856,0.08253679012472026,0.08391677837536568,0.05283887174481333,0.049030153102815145
9.0,0.06702374542984674,0.0607878707262693,0.10291606438411322,0.08373445127601585,0.15473768771740062,0.07056073103500018,0.08566018545142103,0.08562475040181883,0.06110474319567848,0.04901953553743267
12.0,0.06635322151938874,0.09471502417061026,0.1029287855324845,0.0823674037479774,0.15184157434072715,0.06553407427641383,0.08236280774054945,0.08597829825184747,0.05914923001444355,0.0490698807180942
16.0,0.06527776455568704,0.09214419487465748,0.10293488792180099,0.08218405384343223,0.15006957821768213,0.055210722924121214,0.08236280774054945,0.08597829825184747,0.03865572620994061,0.04899211291140474
20.0,0.06529410256449127,0.09173422803857563,0.1029370091303414,0.08203433050970475,0.14912604852384276,0.051013199024110376,0.08236280774054945,0.08597829825184747,0.05174972823823971,0.04900670592524881
