epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,0.4345105778383379,0.48427569797800435,0.6847248048071,0.6518681784042756,0.7923842664676808,0.5000353803760121,0.4518190110015598,0.4534096716794932,0.45697515149251594,0.6206803245548104
0.75,0.38369406448022875,0.48467675254519194,0.684190256866133,0.6125674229531572,0.7673345595313589,0.5199830520114014,0.45256475519555867,0.4534243697362697,0.45458900567999877,0.6195962955566434
1.0,0.36898206362451197,0.48552625257091314,0.6842927372616491,0.5814475379253403,0.7353024579660725,0.505910033193904,0.44895411895549936,0.4591221070165925,0.44831653949170863,0.6199726060646629
1.5,0.36412547300461634,0.4846631224485043,0.6853123132451484,0.5350841449428296,0.6668073712939658,0.5312273887734322,0.4539207150358655,0.4685155407963238,0.43995693435299954,0.6215239780766623
2.0,0.3704845440459059,0.4851528817567777,0.684624236881921,0.5077494732581046,0.6237311289740102,0.5262702152229695,0.45112609174635643,0.4639229486091788,0.4451658616458449,0.6224293013853864
3.0,0.37892549370171963,0.4856134741288217,0.6835994906060849,0.48197220088870957,0.5948087606173091,0.5085585800034323,0.4549844225417949,0.472908541271058,0.43702681879656424,0.6200646198328531
4.5,0.386483370618574,0.5003465896001967,0.6833697674009923,0.4660080561729084,0.5820540137583602,0.4766281556034834,0.4763092512507759,0.4752033709411167,0.33373311246067755,0.6196201064123584
6.5,0.4019622734648725,0.36495561467089593,0.686104773751327,0.4594271799279046,0.5715544351577047,0.4467113747667733,0.49478741590200837,0.4706126657815839,0.24705049250288913,0.6205262010434487
9.0,0.41024761218420236,0.12622709564579881,0.6851208076814062,0.44892104904276947,0.5709234382613002,0.3558234321031834,0.4972738921739437,0.47791703182181444,0.20914046397655492,0.6193956483738243
12.0,0.4163688706335559,0.02949749950923061,0.6853977668961996,0.44693759967082264,0.5621584772102842,0.3064488907270224,0.48396385685866816,0.4710859400668959,0.17984048618331078,0.6217330031071235
16.0,0.41583941241456845,0.22423468923414974,0.683291195391473,0.4417153571775395,0.5619924618982989,0.2620820645755512,0.48396385685866816,0.46823887693966837,0.16914939068664786,0.6197901759332096
20.0,0.4183657810653372,0.17705373396848606,0.6838572695451008,0.44302212550222514,0.5626916317410142,0.20911905017561286,0.48396385685866816,0.4723875169095911,0.15621673630194333,0.6231259785217893
