epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,0.04976511421855977,0.07145117393437032,0.07803916159935252,0.0315853336475733,0.19656398982720136,0.03211841582948967,0.04419332010563762,0.039865985537594295,0.06314910900273452,0.04070125787411853
0.75,0.0369091857006682,0.07135970928263673,0.07822354077539578,0.024365930340377984,0.18958666785685693,0.022566148649110367,0.04553510160757192,0.03872307922340236,0.06286564625457006,0.040687619989005434
1.0,0.03099237441380508,0.07128201952099959,0.07819835503786125,0.020050135642123143,0.16752234649613157,0.015145398868449485,0.038719355501995775,0.02932478495530225,0.06238533374526965,0.040698083919697196
1.5,0.12650790070444237,0.07118756966118574,0.07812184141680203,0.012971146513231726,0.14640377867634594,0.017390810418772336,0.03469391497106135,0.03553768582022411,0.1609066899638261,0.04070919069857618
2.0,0.02363675851253499,0.07072573088632088,0.0781917051869986,0.010088677652180642,0.11614371586474478,0.0107734725666938,0.03958670029341617,0.25698045247152496,0.2607231481561994,0.04069443729587374
3.0,0.02215799539835117,0.069576080452543,0.07803606927358339,0.007385501520131125,0.08545093516008095,0.008437030445055577,0.30978299155816535,0.2563286780900665,0.46053703280163627,0.04071661773623829
4.5,0.020890854738746727,0.06413020979920506,0.0782474753981378,0.006688204192651702,0.06789153410396107,0.0058954426229728156,0.05320994266294933,0.0512348654219523,1.1636812279380502,0.040689413631028376
6.5,0.019750089009216723,0.045535279657043556,0.07812010574390696,0.008028708017256265,0.0606999641945978,0.007296982744437288,0.08736175235771201,0.09628702845776442,0.9991328094928622,0.04070451921890018
9.0,0.018995444497543288,0.010928001850203858,0.0781815565917966,0.008277680344108954,0.056826080762013384,0.5127284054361103,0.10043124483614545,0.09823636729606577,0.7102478493114794,0.040686994682165106
12.0,0.11894889168492478,0.002051929833704586,0.07817525825987347,0.009489050658705426,0.054872885911412685,0.011585560255090006,0.10491955478250899,0.10155150398176245,1.6172908253011875,0.040699899033386826
16.0,0.017779027565767838,0.02206561940275692,0.07808123567388821,0.009889656887596392,0.053090079445514866,0.01283934588757345,0.1041308954705346,0.10037177228136702,1.3248973516149734,0.04070839898889788
20.0,0.018172605518793006,0.011122875624357301,0.07811254257412152,0.01090815308893014,0.052497296316548356,0.011466546220133418,0.10484798180356425,0.09905182307236207,1.1108837016141837,0.04069206343604354
