epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,0.019382610082001685,0.013503513339481387,0.022286790956074307,0.16535515641911838,0.02147200066844697,0.15234664170673334,0.015376469377247938,0.01531274428744479,0.017720948120951728,0.02338225496628943
0.75,0.019960158699104658,0.01504753181844678,0.016346451801226732,0.13438477111389258,0.020783719809966898,0.1531916699198966,0.02126210225141506,0.015961715038717027,0.023611082769641512,0.024602573000659874
1.0,0.021135975680647644,0.02271517210334155,0.016190782223063905,0.17614034275223725,0.028041148346978673,0.2122332362007405,0.017175866318125628,0.015633088528877126,0.023689245876955443,0.02330981583811081
1.5,0.024213327836988596,0.023328082334266344,0.010949571752500152,0.20158300488446154,0.023470276438442263,0.24018118841629005,0.014621409990537505,0.023617546756192653,0.01624239630378289,0.025407021483163917
2.0,0.0181449445459637,0.025463505455681754,0.026589255819751807,0.21081925199046353,0.019069285998842115,0.1957300434662071,0.02717786204152007,0.021592086789517885,0.022932595866331607,0.018430494839765985
3.0,0.018290223011026164,0.014603312455052888,0.021497145741485313,0.17023099261277988,0.013042874422322458,0.22737141118278809,0.03264347528617289,0.023282361991913664,0.021004648269796297,0.02174541472317343
4.5,0.02582983341052063,0.010512951647041649,0.024317501353040796,0.12431673615204115,0.023983877198529367,0.14067316900256432,0.02218690736127409,0.019526834989543492,0.018041383083097228,0.022580709658140005
6.5,0.02176156603524203,0.019186474747134676,0.02192486958698279,0.18816246034812556,0.02260981863194501,0.17658618343624244,0.02316007035154626,0.015961266043614454,0.017392092379874324,0.018530916655051587
9.0,0.020372664740026625,0.026138382102715775,0.016358962054109517,0.1840718108380751,0.01947725470744923,0.21052865101028687,0.01646702146228942,0.026661306130981968,0.014509895097297696,0.01621246542044258
12.0,0.019594122407749492,0.024497275217281664,0.013931601426546859,0.15515550177314572,0.01603333488800891,0.19913355771481508,0.02429573358948578,0.02952899703712829,0.01697750094195203,0.01709130413061617
16.0,0.02635772487309075,0.018964851151837225,0.01883978273694742,0.1812365565386911,0.011604810499280827,0.20719846001868408,0.01868789473793141,0.02532961759671858,0.01710120117073055,0.019000017346330254
20.0,0.02165105809233793,0.021621972014560075,0.019366334338008984,0.18690673430898616,0.020494102844643296,0.14638247398686047,0.01760847202159939,0.014022130283889222,0.017510487150226996,0.016199031582005797
