epsilon,DER,TmF,ALJ,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph,PrivDPR
0.5,0.013077938856940809,0.01701989953175465,0.008653653920662082,0.0064909179046125556,0.004738020966835262,0.006274272478388182,0.3185089234439569,0.3214773119522204,0.14202110698350762,0.015521939632387655
0.75,0.016293031401229643,0.017169289274928477,0.00799985614844966,0.008759028998508467,0.006595229564945918,0.006197839004184993,0.3181655138234625,0.3204151663079402,0.14217186976101803,0.015295554831323856
1.0,0.017443052542973653,0.017346657726473497,0.00849692085792975,0.011306565841746859,0.008804013526289924,0.0073621686393858105,0.3187494523613778,0.32464985437880256,0.1418270751411675,0.015582140334721589
1.5,0.017975732818970993,0.016778195006007003,0.00838285723606383,0.013646800694699155,0.01101916063374775,0.011444395531946632,0.3177707396709163,0.3224940288618015,0.13772587952335863,0.017213548968812314
2.0,0.0454838480828618,0.01713721773465505,0.008723027107815499,0.014646286184844289,0.01472736389103412,0.012665563942499486,0.3166397848912559,0.3269158354134085,0.13680272857511194,0.018335038154936773
3.0,0.04213359735591811,0.01870989771020121,0.008416250038775486,0.02816005871417997,0.02433037098859608,0.027578769102295515,0.319725460533999,0.3272836039216272,0.13443320233889125,0.015372063266552867
4.5,0.03270945219163698,0.030648038121666107,0.008461650702605237,0.03147886268648732,0.037800477240921594,0.04724932307181485,0.3234499808179519,0.330672015793177,0.1653639349864435,0.015455780899495945
6.5,0.057841411982899125,0.17448442279677065,0.00862776415769704,0.03944351542323836,0.043565268113483005,0.03908621108901586,0.3368840861655299,0.32784541243498133,0.1805377033231898,0.02280814526522805
9.0,0.05148215217960907,0.523632509750659,0.008462112400003812,0.0308005400642391,0.04305156497182714,0.03282696921214894,0.33819165290219744,0.33005489648491215,0.2131293432064305,0.014640545075067896
12.0,0.04738992511512201,0.7689148371210573,0.008398840774032551,0.03458597626150147,0.04138548420469599,0.04374612164091562,0.33441390805683757,0.32844793932837135,0.22279682578770718,0.027939616104607504
16.0,0.02923337917907013,0.3811230294533475,0.008047818549786473,0.031531918889793974,0.04492066144970162,0.06489592926567522,0.33441390805683757,0.3279918238943851,0.23715746598780235,0.014481706307338095
20.0,0.04208949518197726,0.4450059367370049,0.008340399182528728,0.035130389217696505,0.05128304558610716,0.08948195826186406,0.33441390805683757,0.3284208207049898,0.24207041906246018,0.029504229833820242
