epsilon,Non-Private,DER,TmF,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph
0.5,0.11056689574171319,0.04902761697810987,0.00013075313292814158,0.024126534905082285,0.011170571333391338,0.00520081595434367,0.003979146160853107,0.004170881775110861,0.005119292033819781
0.75,0.11056689574171319,0.05784272526479017,0.00013054825040431555,0.03447284987719361,0.0026669777390634403,0.003565841595712355,0.003979146160853107,0.004170881775110862,0.0035970139648646552
1.0,0.11056689574171319,0.06031755610333422,0.00013053177139290807,0.04021317438879243,0.002654320180355967,0.0028250387614833054,0.004411783766925945,0.004150105368396334,0.0021057905751786046
1.5,0.11056689574171319,0.0597889200495564,0.00013238109843820346,0.046042830077634364,0.0077335437413074675,0.02943813304028301,0.0047228575276592535,0.0036755830736331916,0.0010368002652381574
2.0,0.11056689574171319,0.057445623515506396,0.0001339944424302802,0.04895500260946385,0.0090964854750067,0.03343279797175487,0.005101376536603831,0.0045285065082844795,0.0024809944163910144
3.0,0.11056689574171319,0.053026657650717304,0.00014783443793720555,0.0489007219686102,0.008520019909434911,0.03555623365135147,0.00860520325521965,0.00651919972151385,0.043303010238192094
4.5,0.11056689574171319,0.04725819203481039,0.0002737165023897927,0.05097451423815216,0.007536116350354165,0.036209057914709755,0.0068971471592445995,0.011320756752075186,0.048929412655006936
6.5,0.11056689574171319,0.040922224051138587,0.0026261578650279595,0.052516306996675366,0.007568320785438819,0.034422941876653436,0.012196084162511776,0.01121393854865289,0.03769892791669435
9.0,0.11056689574171319,0.035942460243262364,0.041785100120350874,0.052216909772957246,0.007447606497277617,0.039461242700286656,0.013150735734544323,0.015452312316545029,0.04083750868366964
12.0,0.11056689574171319,0.03307003472446794,0.09534801070293106,0.05312560488018756,0.0074113707699317,0.05208545658860976,0.013125402593341846,0.013793900356051188,0.0780592718306851
16.0,0.11056689574171319,0.0316114884168144,0.1085797387182201,0.052845529952011916,0.007420797053184981,0.05819088389002915,0.013125402593341846,0.01379390035605119,0.07556401048444059
20.0,0.11056689574171319,0.031072605660020958,0.06342871086516055,0.05250779755879244,0.007426671030636648,0.05371793699254657,0.013125402593341847,0.01379390035605119,0.0765572310878395
