epsilon,Non-Private,DER,TmF,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph
0.5,0.8348200533979873,0.6925965514850357,0.13648437279438208,0.08931369525643003,0.019803399850889396,0.24217582778838811,0.22997545962481203,0.21110028259999067,0.21706080257611718
0.75,0.8348200533979873,0.6992793780405545,0.12763539474161117,0.09567019859702153,0.04405237338861922,0.19959883146126023,0.22997545962481206,0.21110028259999067,0.355266543233841
1.0,0.8348200533979873,0.7047014172148036,0.13326439687487723,0.09293954567288014,0.07952464925516957,0.23760412074391532,0.22647949031635325,0.23785510219232125,0.5191031589481296
1.5,0.8348200533979873,0.710394715707476,0.1464837282223851,0.09367025860316515,0.16334398125351268,0.18817641883381525,0.23067490785249847,0.23053128954032553,0.5651722911594335
2.0,0.8348200533979873,0.711948266054815,0.16312497613348406,0.08766527204143627,0.23594852837151822,0.2180345417624851,0.2363187457843971,0.23214239918552854,0.5742811848755872
3.0,0.8348200533979873,0.7123209192166668,0.2289846416966744,0.08665185838038007,0.315055771370323,0.17740016861819755,0.2381544791700926,0.22966871508879383,0.590843713136937
4.5,0.8348200533979873,0.7107246827381203,0.4287747090680085,0.08506625061232552,0.35068804154768407,0.2502577285836019,0.2368688710964435,0.24193516663806733,0.6078213992683896
6.5,0.8348200533979873,0.7083301729393121,0.6852961858533272,0.08527169272946264,0.35524540378464375,0.3813469215242298,0.22390466918648733,0.24401091704938846,0.6290504058032912
9.0,0.8348200533979873,0.7068096208770287,0.7885091962438545,0.0902586704988897,0.35359106264541723,0.4329074704617344,0.22870338189407222,0.2417831108197294,0.6186231394694404
12.0,0.8348200533979873,0.706450596059858,0.586868278716759,0.0872913366948983,0.35041454164162644,0.5606568476031789,0.24024393974539782,0.23233594831063908,0.6000001282651702
16.0,0.8348200533979873,0.706425502102121,0.6268148684235075,0.08725432603746604,0.3426368518693132,0.6106675414598105,0.24024393974539784,0.23233594831063908,0.5971758239078087
20.0,0.8348200533979873,0.7063868822717269,0.6330488876664392,0.09861353725218981,0.3251416805190234,0.6253189807425868,0.24024393974539784,0.23233594831063908,0.6331727790230073
