epsilon,Non-Private,DER,TmF,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph
0.5,0.010819963503439287,0.03245984145909723,0.010819975766244445,0.014675175871332814,0.3394112946076399,0.019227428559656277,0.01081996350343929,0.01081996350343929,0.009691278289568967
0.75,0.010819963503439287,0.028755812109789874,0.010819988029049606,0.013135063319078124,0.1464524624387212,0.01566940016856452,0.01081996350343929,0.01081996350343929,0.010085099354447092
1.0,0.010819963503439287,0.026403855131634464,0.010820012554659923,0.012426044722768087,0.0813956077820252,0.014127156215016515,0.01081996350343929,0.01081996350343929,0.010302483047296803
1.5,0.010819963503439287,0.023866067604109073,0.010820000291854764,0.011727822741179506,0.041764686333998824,0.01258716861761765,0.01081996350343929,0.01081996350343929,0.010346368404216825
2.0,0.010819963503439287,0.022527435267410696,0.010820024817465081,0.01143238810198335,0.030036110282349864,0.011835421872993883,0.01081996350343929,0.01081996350343929,0.010288780220939321
3.0,0.010819963503439287,0.021245972128360668,0.010820012554659923,0.011127629113709578,0.022373819107191755,0.011311358631745632,0.01081996350343929,0.01081996350343929,0.010742658379082929
4.5,0.010819963503439287,0.020343245726626998,0.010820024817465083,0.010954269834148047,0.019253303078540448,0.010954449687611171,0.01081996350343929,0.01081996350343929,0.010755164727997264
6.5,0.010819963503439287,0.019617471603328666,0.010820012554659924,0.010886211443461701,0.018094455728268993,0.010791427955835752,0.01081996350343929,0.01081996350343929,0.010715277393879653
9.0,0.010819963503439287,0.01909007287907734,0.010820024817465083,0.010835216393307331,0.017496521348746703,0.010724926763461894,0.01081996350343929,0.01081996350343929,0.010536499480821087
12.0,0.010819963503439287,0.018754280485425597,0.010820024817465083,0.010791242400782912,0.017243748146017143,0.010684729288152745,0.01081996350343929,0.01081996350343929,0.010784993731586449
16.0,0.010819963503439287,0.01857472849229669,0.010820024817465083,0.0107636508760617,0.017002318038059086,0.010663490109618442,0.01081996350343929,0.01081996350343929,0.010709817999064196
20.0,0.010819963503439287,0.018521986167310524,0.010820024817465083,0.010752195466244419,0.016924596378965318,0.010642949910978165,0.01081996350343929,0.01081996350343929,0.01058989091163915
