epsilon,Non-Private,DER,TmF,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph
0.5,0.6551724137931034,0.6690716180371352,0.6712466843501326,0.5458885941644562,0.6750663129973475,0.6356763925729443,0.6721485411140584,0.6610079575596817,0.6654111405835543
0.75,0.6551724137931034,0.6550663129973475,0.6684615384615386,0.5716976127320955,0.669893899204244,0.5322546419098143,0.6816180371352785,0.666631299734748,0.6796816976127321
1.0,0.6551724137931034,0.677055702917772,0.6786206896551723,0.5175331564986738,0.6810344827586208,0.516816976127321,0.6766578249336869,0.6575596816976127,0.6592838196286472
1.5,0.6551724137931034,0.6838992042440317,0.6740848806366048,0.5275066312997347,0.6682493368700265,0.4516976127320955,0.6675066312997346,0.6743501326259946,0.6706100795755969
2.0,0.6551724137931034,0.6670291777188329,0.6914058355437667,0.4912997347480106,0.6568169761273209,0.4857559681697613,0.6844827586206897,0.6807957559681698,0.6647214854111406
3.0,0.6551724137931034,0.6761273209549071,0.6590185676392573,0.5424137931034483,0.667029177718833,0.4685411140583554,0.6548541114058356,0.6712466843501327,0.6820424403183023
4.5,0.6551724137931034,0.6719098143236075,0.666604774535809,0.6140053050397878,0.673183023872679,0.5684350132625995,0.6821220159151193,0.6725729442970823,0.6606366047745357
6.5,0.6551724137931034,0.6851724137931035,0.6718832891246684,0.47835543766578253,0.6723872679045093,0.5185411140583555,0.6801061007957558,0.653076923076923,0.6775331564986737
9.0,0.6551724137931034,0.6810079575596817,0.6647214854111406,0.5150397877984084,0.6792307692307693,0.49814323607427063,0.673740053050398,0.6774270557029178,0.6711140583554377
12.0,0.6551724137931034,0.679893899204244,0.6776127320954907,0.5453846153846154,0.6683554376657825,0.4936339522546419,0.6686206896551725,0.699920424403183,0.6703713527851459
16.0,0.6551724137931034,0.6742705570291777,0.6680106100795755,0.5452519893899204,0.6521750663129975,0.4769761273209549,0.6716710875331565,0.6701591511936338,0.6643501326259947
20.0,0.6551724137931034,0.6844031830238726,0.6425464190981433,0.529867374005305,0.6720689655172414,0.593103448275862,0.673236074270557,0.6624403183023874,0.6762334217506631
