epsilon,Non-Private,DER,TmF,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph
0.5,0.24255341652041396,0.2190754005674993,0.24284530160942644,0.12576182067106811,0.2372669915179914,0.1599410359040884,0.23628766227947645,0.23837472017254616,0.23682515131207088
0.75,0.24255341652041396,0.23779665014767792,0.23584112265947146,0.14059740502015955,0.24435180721198868,0.16406054836116507,0.23374625740865593,0.23723006928929857,0.23870462765866446
1.0,0.24255341652041396,0.238131539166064,0.2353443380668271,0.15658920477103655,0.24043455835711153,0.15902360362755996,0.23863873376537353,0.2344050056616949,0.2378773612469228
1.5,0.24255341652041396,0.23857991891118419,0.24219123835652734,0.15259641778830177,0.24582181120100824,0.15633885351436408,0.23211412765185782,0.23610602243502243,0.23136701064789544
2.0,0.24255341652041396,0.23409821580286838,0.22595366736516914,0.1716778708299594,0.2388323383727725,0.14799831551100534,0.24074263738327334,0.2387463363999985,0.23720288549615115
3.0,0.24255341652041396,0.23220183411650994,0.2428676386148722,0.14655219514890333,0.24044270386352612,0.16434024064114447,0.23943798290507756,0.23568452060642814,0.23404035246234364
4.5,0.24255341652041396,0.24397274784246054,0.23905830058320077,0.15937278011133227,0.24056116625680837,0.1509973838686095,0.241039277315165,0.2384248936036683,0.2382749139138416
6.5,0.24255341652041396,0.24029314368045443,0.23465616143983156,0.17190393828945444,0.2450132112897046,0.16045881276791385,0.23754285542784503,0.2377295281054159,0.23152806824120528
9.0,0.24255341652041396,0.23536557475752232,0.20397628799995932,0.15892221401206016,0.23943894834196214,0.15514017191428103,0.23539229425782104,0.23864925166896803,0.2346742496566644
12.0,0.24255341652041396,0.23720497502664434,0.24038011538380674,0.1633186240702991,0.23574534792438256,0.17121271405079067,0.2390658156111895,0.23793157982775126,0.23479042459509294
16.0,0.24255341652041396,0.24312495282435784,0.24009967448538402,0.16304158490265006,0.23979042492499392,0.1602031425596989,0.24311617725214565,0.23588609785532355,0.23624726779332858
20.0,0.24255341652041396,0.23499124240398195,0.21396403125649943,0.15667437441671905,0.23677599253303175,0.1526780458935857,0.2418084909140831,0.23928721510092052,0.23482362001263218
