epsilon,Non-Private,DER,TmF,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph
0.5,0.8142873207073501,0.3797767428690122,0.33001162272934587,0.16241914230307442,0.021903054239669355,0.314251940331338,0.3624683097057903,0.3608776490278569,0.3573121692148341
0.75,0.8142873207073501,0.4305932562271213,0.3296105681621582,0.20171989775419286,0.04695276117599119,0.2943042686959488,0.3617225655117915,0.3608629509710804,0.3596983150273514
1.0,0.8142873207073501,0.4453052570828382,0.32876106813643696,0.23283978278200979,0.07898486274127765,0.30837728751344606,0.3653332017518507,0.3551652136907575,0.3659707812156415
1.5,0.8142873207073501,0.4501618477027337,0.32962419825884587,0.2792031757645205,0.14747994941338416,0.2830599319339179,0.3603666056714846,0.34577177991102637,0.3743303863543506
2.0,0.8142873207073501,0.44380277666144413,0.3291344389505725,0.30653784744924556,0.19055619173333996,0.28801710548438075,0.36316122896099373,0.3503643720981712,0.3691214590615053
3.0,0.8142873207073501,0.43536182700563053,0.32867384657852833,0.3323151198186406,0.21947856009004096,0.3057287407039177,0.35930289816555516,0.3413787794362921,0.37726050191078586
4.5,0.8142873207073501,0.42780395008877614,0.3139407311071535,0.3482792645344417,0.23223330694898994,0.3376591651038667,0.33797806945657416,0.33908394976623335,0.48055420824667255
6.5,0.8142873207073501,0.41232504724247765,0.4493317060364542,0.35486014077944544,0.24273288554964534,0.3675759459405769,0.3194999048053418,0.34367465492576627,0.567236828204461
9.0,0.8142873207073501,0.40403970852314774,0.6880602250615513,0.36536627166458063,0.2433638824460499,0.45846388860416665,0.31701342853340647,0.3363702888855357,0.6051468567307952
12.0,0.8142873207073501,0.3979184500737942,0.7847898211981195,0.3673497210365274,0.2521288434970658,0.5078384299803277,0.33032346384868194,0.3432013806404542,0.6344468345240394
16.0,0.8142873207073501,0.3984479082927816,0.5900526314732004,0.37257196352981053,0.2522948588090513,0.5522052561317989,0.33032346384868194,0.3460484437676817,0.6451379300207023
20.0,0.8142873207073501,0.3959215396420129,0.637233586738864,0.371265195205125,0.25159568896633583,0.6051682705317373,0.330323463848682,0.3418998037977591,0.6580705844054068
