epsilon,Non-Private,DER,TmF,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph
0.5,0.4536672984078442,0.1858616213479844,0.16901054909504742,0.14116883298264005,0.02261299902348755,0.2742100865661427,0.31745384338763283,0.3229452993988857,0.19102992361485316
0.75,0.4536672984078442,0.20159157485002194,0.1693274796722905,0.15837291907809478,0.047998435750918576,0.28423627670059926,0.31683771743090283,0.3229452993988857,0.19915358438051498
1.0,0.4536672984078442,0.20383265180000243,0.16929628516062348,0.16101027304760426,0.07749219783948287,0.2238295029185018,0.31879438082068595,0.3191031016157597,0.2046030406208865
1.5,0.4536672984078442,0.20175753386147297,0.16981144498183182,0.17528422568014881,0.11083923879886862,0.21379769772263588,0.3140319449052484,0.3185841470471111,0.26530469683845814
2.0,0.4536672984078442,0.1974826240375405,0.1696941313010523,0.1745258487763117,0.12304688633045148,0.20305028176308104,0.3075426995652718,0.29871354493570074,0.30791304186421986
3.0,0.4536672984078442,0.19406872922984714,0.16994241491029516,0.18315920280913425,0.12610798609275542,0.19893332944700173,0.30257411718199784,0.2963855508391587,0.33641086874921056
4.5,0.4536672984078442,0.19184998469078002,0.1696624299717643,0.1885510680079542,0.13287800049574683,0.1831314852535366,0.2798002906122757,0.23949899040415165,0.3620116716234039
6.5,0.4536672984078442,0.1870794991662753,0.19477378220715996,0.18581930152153203,0.13777880533937228,0.18846187509037884,0.2663955150522544,0.18816455776168103,0.44758717351712957
9.0,0.4536672984078442,0.18338453805770794,0.3648367345007293,0.18914609921857584,0.14566647354055143,0.19433817708330203,0.2717137701270001,0.22429538352733214,0.43737032195824344
12.0,0.4536672984078442,0.1812216185423306,0.43010369503804174,0.18814195299760053,0.15081349030709218,0.20024268988802943,0.2775565833010446,0.23018175883740064,0.48401300151784926
16.0,0.4536672984078442,0.18051114142270408,0.31580899208216057,0.18674424654186222,0.16437411278372094,0.20051333563016,0.20153968164866518,0.23018175883740066,0.5245901575883829
20.0,0.4536672984078442,0.17887512523848625,0.366461696430499,0.1875904415073572,0.16585892584151574,0.1990606272988078,0.20153968164866518,0.23018175883740066,0.5155378801046808
