epsilon,Non-Private,DER,TmF,TriCycLe,LDPGen,CAGMDP,DPGVAE,DPGGAN,PrivGraph
0.5,0.0009568849118596328,0.003317839960499504,0.0009568883531489656,0.003718898143204162,0.16784618235061813,0.006813800200554856,0.0009568849118596326,0.0009568849118596326,0.0011757380884793184
0.75,0.0009568849118596328,0.002538136712514276,0.0009568917944382982,0.0026971414861331863,0.0401292740985577,0.004731509880582785,0.0009568849118596326,0.0009568849118596326,0.0011577304900967287
1.0,0.0009568849118596328,0.002285143444639772,0.0009568986770169638,0.0022044761813911867,0.014223161969513204,0.0036937711041619414,0.0009568849118596326,0.0009568849118596326,0.0011603990789060953
1.5,0.0009568849118596328,0.0021183407093928893,0.000956895235727631,0.0017102175596881311,0.004456593572304724,0.002658905811313764,0.0009568849118596326,0.0009568849118596326,0.001126312926902227
2.0,0.0009568849118596328,0.002058014907390086,0.0009569021183062964,0.001470531757663304,0.0027274695690225597,0.002167930647226742,0.0009568849118596326,0.0009568849118596326,0.001119038062162607
3.0,0.0009568849118596328,0.0019905415474431977,0.0009568986770169637,0.001245849977129191,0.0019534375658576747,0.0016649095443333735,0.0009568849118596326,0.0009568849118596326,0.0011127405495451564
4.5,0.0009568849118596328,0.0019288874077579602,0.0009569021183062964,0.001117386646338282,0.0016732374645185863,0.0013480321812860208,0.0009568849118596326,0.0009568849118596326,0.001118745798539944
6.5,0.0009568849118596328,0.0018674603931686825,0.0009568986770169637,0.0010322446333037682,0.0015472174491539177,0.0011677086202508315,0.0009568849118596326,0.0009568849118596326,0.0010856637882097004
9.0,0.0009568849118596328,0.001816594695541562,0.0009569021183062965,0.0009990244279847729,0.0015353140293519955,0.001050900936429888,0.0009568849118596326,0.0009568849118596326,0.0011514229716979567
12.0,0.0009568849118596328,0.0017833380754300342,0.0009569021183062964,0.0009665470828586817,0.0014545159971087664,0.0009982801812430735,0.0009568849118596326,0.0009568849118596326,0.0011609465168119248
16.0,0.0009568849118596328,0.0017665789963796261,0.0009569021183062964,0.0009438426088539571,0.001449928758428234,0.0009551917975079284,0.0009568849118596326,0.0009568849118596326,0.0011810032780291996
20.0,0.0009568849118596328,0.0017611417592339085,0.0009569021183062964,0.0009346540326541621,0.001443965004014608,0.0009092884390986078,0.0009568849118596326,0.0009568849118596326,0.0011638292334794228
