epsilon,PrivCom,pi_v,pi_e,PrivDPR
0.5,0.19103739302170006,0.20133334989938384,0.6055467186200864,0.6038532657625421
0.75,0.19103747086913697,0.20133334989938384,0.6055467186200864,0.6037527843509757
1.0,0.19103729614269788,0.20133334989938384,0.6055467186200864,0.6038323087951221
1.5,0.19103803100748773,0.20133334989938384,0.6055467186200864,0.6037337475239783
2.0,0.1910362351675115,0.20133334989938384,0.6055467186200864,0.6037386621530432
3.0,0.1910353589348081,0.20133334989938384,0.6055467186200864,0.6037608950254724
4.5,0.19103884062112364,0.20133334989938384,0.6055467186200864,0.6038412645575404
6.5,0.19103777244027131,0.20133334989938384,0.6055467186200864,0.603600600824275
9.0,0.1910397994920569,0.20133334989938384,0.6055467186200864,0.6036977683154827
12.0,0.1910372944593827,0.20133334989938384,0.6055467186200864,0.603685858939971
16.0,0.19103762601578306,0.20133334989938384,0.6055467186200864,0.603688765145417
20.0,0.19104335204163075,0.20133334989938384,0.6055467186200864,0.6039026007687028
