epsilon,PrivDPR
0.5,0.02338225496628943
0.75,0.024602573000659878
1.0,0.023309815838110814
1.5,0.025407021483163917
2.0,0.018430494839765988
3.0,0.02174541472317343
4.5,0.02258070965814001
6.5,0.018530916655051587
9.0,0.01621246542044258
12.0,0.01709130413061617
16.0,0.019000017346330257
20.0,0.016199031582005797
