epsilon,PrivCom,pi_v,pi_e,PrivDPR
0.5,523.3289433935122,0.8209882759116738,0.9996763288498884,0.9412464935625404
0.75,523.3289685679349,0.8209882759116738,0.9996655398115515,0.9413292095231245
1.0,523.3285981442854,0.8209882759116738,0.9996008055815292,0.9413543839459109
1.5,523.3294324965834,0.8209882759116738,0.9996044019276414,0.9413399985614616
2.0,523.3285765662088,0.8209882759116738,0.9995504567359562,0.9414694670215061
3.0,523.3269366323815,0.8209882759116738,0.9995360713515069,0.9413939437531468
4.5,523.3307739336834,0.8209882759116738,0.9994713371214846,0.9413112277925627
6.5,523.3307991081062,0.8209882759116738,0.9993598503920017,0.9413256131770122
9.0,523.3269618068043,0.8209882759116738,0.9993059052003165,0.9415018341365172
12.0,523.3422714522046,0.8209882759116738,0.9992447673164065,0.9413579802920232
16.0,523.3334640005754,0.8209882759116738,0.9990901244335755,0.9412968424081134
20.0,523.3330576134647,0.8209882759116738,0.9989534632813062,0.9414191181759332
